name,len_input,len_HA1,cut_idx_in_original,motif,note,status
A/HongKong/1546/2023|EPI_ISL_18167537,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1538/2023|EPI_ISL_18167534,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Morocco/1317/2024|EPI_ISL_19085671,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/425/2024|EPI_ISL_19085684,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Andalucia/2147/2023|EPI_ISL_18659762,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/197/2023|EPI_ISL_19085795,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/210/2023|EPI_ISL_19085792,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Andalucia/2151/2023|EPI_ISL_18659784,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/940/2023|EPI_ISL_19085786,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/959/2023|EPI_ISL_19085785,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/459/2023|EPI_ISL_19085791,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/3053/2023|EPI_ISL_18856711,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/41/2023|EPI_ISL_18856823,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/41/2023|EPI_ISL_18856822,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sydney/856/2023|EPI_ISL_19085832,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/R2130/2024|EPI_ISL_19085843,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Luxembourg/7878919/2023|EPI_ISL_18856620,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/63/2023|EPI_ISL_18856660,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/28/2023|EPI_ISL_18856657,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/3058/2023|EPI_ISL_18856703,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/27/2023|EPI_ISL_18856697,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Segovia/54/2023|EPI_ISL_18856696,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hungary/153/2023|EPI_ISL_18856694,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/35/2023|EPI_ISL_18856689,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/00101350/2023|EPI_ISL_18856672,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/189/2023|EPI_ISL_19382056,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Umea/SE23-15164/2023|EPI_ISL_18792895,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Trollhattan/SE23-15158/2023|EPI_ISL_18792893,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sydney/856/2023|EPI_ISL_18465635,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/18/2024|EPI_ISL_19252655,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/1/2024|EPI_ISL_19252718,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/R2023/2024|EPI_ISL_18991068,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/1328/2024|EPI_ISL_19188208,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Georgia/GEO34/2024|EPI_ISL_18991248,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Georgia/KNC394/2024|EPI_ISL_18991250,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10555/2023|EPI_ISL_18468560,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/France/IDF-RELAB-IPP32965/2023|EPI_ISL_18731228,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/France/IDF-RELAB-IPP32969/2023|EPI_ISL_18731232,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1723/2024|EPI_ISL_19387147,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Baden-Wurttemberg/37/2023|EPI_ISL_19387306,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1723/2024|EPI_ISL_19387044,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2605/2023|EPI_ISL_19387042,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2221/2024|EPI_ISL_19387040,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1884/2024|EPI_ISL_19387031,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1999/2024|EPI_ISL_19387030,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1825/2024|EPI_ISL_19387029,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2198/2024|EPI_ISL_19387038,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1781/2024|EPI_ISL_19387036,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1999/2024|EPI_ISL_19387110,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1825/2024|EPI_ISL_19387107,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1884/2024|EPI_ISL_19387113,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2198/2024|EPI_ISL_19387127,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/1781/2024|EPI_ISL_19387123,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2605/2023|EPI_ISL_19387134,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/2221/2024|EPI_ISL_19387130,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/R2023/2024|EPI_ISL_19125626,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Morocco/1317/2024|EPI_ISL_19125635,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/425/2024|EPI_ISL_19125642,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/141/2024|EPI_ISL_19093560,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/36850/2024|EPI_ISL_19093523,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/36850/2024|EPI_ISL_19093520,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Extremadura/240458/2023|EPI_ISL_18962497,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Sydney/856/2023|EPI_ISL_18864920,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/197/2023|EPI_ISL_18864917,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/210/2023|EPI_ISL_18864916,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/564002/2024|EPI_ISL_18864905,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Umea/SE23-15164/2023|EPI_ISL_18864904,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/459/2023|EPI_ISL_18864901,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/940/2023|EPI_ISL_18864900,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Andalucia/2147/2023|EPI_ISL_18864898,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/PaisVasco/2308/2023|EPI_ISL_18864930,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Navarra/2430/2023|EPI_ISL_18864892,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/PaisVasco/2726/2023|EPI_ISL_18864889,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Andalucia/2151/2023|EPI_ISL_18864888,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Luxembourg/7878919/2023|EPI_ISL_18864881,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Spain/959/2023|EPI_ISL_18864879,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/562346/2023|EPI_ISL_18864877,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Navarra/2505/2023|EPI_ISL_18864869,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH102165041/2023|EPI_ISL_18308321,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Jonkoping/SE23-14308/2023|EPI_ISL_18640938,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH151040742/2023|EPI_ISL_18281221,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Trollhattan/SE23-15158/2023|EPI_ISL_18870811,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/563982/2024|EPI_ISL_18870829,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/564001/2024|EPI_ISL_18870826,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Jonkoping/SE23-14308/2023|EPI_ISL_18870822,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hungary/153/2023|EPI_ISL_18840584,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hessen/20/2023|EPI_ISL_18811908,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/62589/2023|EPI_ISL_18812825,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/62567/2023|EPI_ISL_18812840,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/3021/2023|EPI_ISL_18856704,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/62567/2023|EPI_ISL_18856661,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/62589/2023|EPI_ISL_18856682,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/62589/2023|EPI_ISL_18860308,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/01732/2023|EPI_ISL_18856613,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/01732/2023|EPI_ISL_18500132,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10538/2023|EPI_ISL_18949937,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10538/2023|EPI_ISL_18285088,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Cameroon/2925/2023|EPI_ISL_18167525,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/16/2023|EPI_ISL_18991021,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/15/2023|EPI_ISL_18991023,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/106/2023|EPI_ISL_18962476,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/106/2023|EPI_ISL_19192369,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/15/2023|EPI_ISL_19094207,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kyrgyzstan/16/2023|EPI_ISL_19094208,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kazakhstan/270/2023|EPI_ISL_19085732,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Croatia/14020/2023|EPI_ISL_18856638,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kazakhstan/270/2023|EPI_ISL_18856679,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/1221/2024|EPI_ISL_19334281,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/1221/2024|EPI_ISL_19313730,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Argentina/1215/2024|EPI_ISL_19313747,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Turkmenistan/637/2024|EPI_ISL_19193799,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/50/2022|EPI_ISL_17223670,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ibra/72211780/2022|EPI_ISL_17204363,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ibra/72211780/2022|EPI_ISL_15926931,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/33475/2022|EPI_ISL_16465186,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/33475/2022|EPI_ISL_16700029,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/33475/2022|EPI_ISL_16836683,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/20/2022|EPI_ISL_13983344,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/20/2022|EPI_ISL_14212994,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/11413/2022|EPI_ISL_17204383,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/10-VI-23-0095120/2023|EPI_ISL_18613498,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/10-VI-23-0095120/2023|EPI_ISL_19085830,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/22/2022|EPI_ISL_14212987,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/11304/2023|EPI_ISL_18811973,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/11304/2023|EPI_ISL_18811971,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/11304/2023|EPI_ISL_18567868,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Mauritius/P50061/2023|EPI_ISL_18811976,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Mauritius/P50061/2023|EPI_ISL_18864911,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/California/122/2022|EPI_ISL_17832066,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/California/122/2022|EPI_ISL_16198149,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/California/122/2022|EPI_ISL_15724431,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1544/2023|EPI_ISL_18167530,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Berlin/40/2023|EPI_ISL_18789806,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1540/2023|EPI_ISL_18167536,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1535/2023|EPI_ISL_18167532,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1536/2023|EPI_ISL_18167528,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/1542/2023|EPI_ISL_18167531,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Berlin/40/2023|EPI_ISL_19387310,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bayern/10/2023|EPI_ISL_18811975,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bayern/10/2023|EPI_ISL_18489209,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/B1418/2022|EPI_ISL_16836734,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/HongKong/3062/2023|EPI_ISL_18856710,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Boumerdes/44092/2022|EPI_ISL_18044551,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3170/2023|EPI_ISL_18044219,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3170/2023|EPI_ISL_18044460,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/23669/2022|EPI_ISL_16759950,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/23669/2022|EPI_ISL_16836682,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290469/2023|EPI_ISL_18167115,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290469/2023|EPI_ISL_17063707,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Blida/42154/2022|EPI_ISL_17211509,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Blida/42154/2022|EPI_ISL_18044552,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/3512677NS/2022|EPI_ISL_17211510,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/3512677NS/2022|EPI_ISL_18044545,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lithuania/47481/2022|EPI_ISL_16749936,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lithuania/47481/2022|EPI_ISL_17268689,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/10543/2022|EPI_ISL_17204349,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/15/2022|EPI_ISL_17953386,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/15/2022|EPI_ISL_18090784,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Antsirabe/01583/2024|EPI_ISL_19382023,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ambositra/01969/2024|EPI_ISL_19382025,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ambositra/01969/2024|EPI_ISL_19381997,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Antsirabe/01583/2024|EPI_ISL_19382012,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/10-VI-22-2015495/2022|EPI_ISL_16465190,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/25-VI-22-1918966/2022|EPI_ISL_16465166,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/86247/2022|EPI_ISL_16681935,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/52849/2022|EPI_ISL_16681932,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/85876/2022|EPI_ISL_16681933,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/52849/2022|EPI_ISL_16759982,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/86247/2022|EPI_ISL_16759979,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/249/2022|EPI_ISL_18789665,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/01685/2023|EPI_ISL_18294238,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/01685/2023|EPI_ISL_18856614,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/10/2022|EPI_ISL_13983335,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Dakar/15/2022|EPI_ISL_14213021,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/15/2022|EPI_ISL_17049173,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_19741354,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Mutrah/52223973/2022|EPI_ISL_17204364,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Mutrah/52223973/2022|EPI_ISL_15926938,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_19204803,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_13897082,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_13897304,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Soria/220/2022|EPI_ISL_16749919,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_16947035,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/3108/2022|EPI_ISL_16750923,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/148/2022|EPI_ISL_17505352,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/122/2022|EPI_ISL_17505349,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Soria/220/2022|EPI_ISL_17505377,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/25-VI-22-1918966/2022|EPI_ISL_15937844,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/3108/2022|EPI_ISL_15972410,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32603/2022|EPI_ISL_16465193,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32883/2022|EPI_ISL_16465189,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Greece/267/2022|EPI_ISL_18008462,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/110/2022|EPI_ISL_16894956,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/103/2022|EPI_ISL_16894965,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Greece/267/2022|EPI_ISL_17223662,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_16998756,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_16968012,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32883/2022|EPI_ISL_16836688,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/103/2022|EPI_ISL_16937239,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/110/2022|EPI_ISL_16937237,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Massachusetts/18/2022|EPI_ISL_19558653,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/15/2022|EPI_ISL_16087643,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32603/2022|EPI_ISL_15728503,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32883/2022|EPI_ISL_15728478,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10160/2023|EPI_ISL_16812542,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28577/2022|EPI_ISL_16681983,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/68546/2022|EPI_ISL_16681961,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/752/2022|EPI_ISL_16619177,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/68546/2022|EPI_ISL_16750941,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28577/2022|EPI_ISL_16750934,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Franche_Comte/02032/2023|EPI_ISL_17080572,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/SaudiArabia/2439/2022|EPI_ISL_17049167,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/502326/2023|EPI_ISL_18167266,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Franche_Comte/02032/2023|EPI_ISL_18167390,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/68546/2022|EPI_ISL_16759878,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28577/2022|EPI_ISL_16759874,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
